LAMMPS data file via write_data, version 22 Jul 2025, timestep = 33, units = real

432 atoms
2 atom types

0 9.82 xlo xhi
0 25.51310839548954 ylo yhi
0 21.72 zlo zhi
0 0 0 xy xz yz

Masses

1 28.0855
2 15.999

Pair Coeffs # born/coul/long

1 0.0459989 0.046 580.887 0 1.4408
2 0.275993 0.276 1962.23 0 3.643

Atoms # charge

1 2 -0.945 1.0917547078203198 5.65536885983394 1.106113378933583 0 0 0
2 2 -0.945 1.2565316519781569 2.6476112917811543 3.9406966292637344 0 0 0
3 1 1.89 1.2561742644278535 2.6475873542090342 3.9410600727144804 0 0 0
5 2 -0.945 1.9850906860597899 0.3479436559287574 4.944438715117349 0 0 0
6 2 -0.945 3.5467666006678895 1.403194843085167 1.1061287428171585 0 0 0
7 2 -0.945 1.9438840082101294 2.3735132683358278 2.892861442928232 0 0 0
10 1 1.89 1.5558290416918585 6.054814610164106 1.984009292422194 0 0 0
18 2 -0.945 1.7587648388874555 6.139389481612381 2.2958294890386046 0 0 0
19 1 1.89 4.0107885850316425 1.8026200372062076 1.9839613797683242 0 0 0
22 2 -0.945 4.440097187201743 4.600126522403504 4.944441626075348 0 0 0
23 2 -0.945 6.001754707820312 5.65536885983394 1.106113378933584 0 0 0
25 2 -0.945 4.332349926631609 3.732070858194378 0.765828446103033 0 0 0
26 2 -0.945 6.166531651978339 2.6476112917811627 3.9406966292635555 0 0 0
27 2 -0.945 4.213783461192769 1.8872041536741346 2.295863994944641 0 0 0
28 1 1.89 6.16617426442766 2.6475873542090254 3.9410600727146603 0 0 0
30 2 -0.945 6.895090686059788 0.3479436559287548 4.944438715117352 0 0 0
31 2 -0.945 8.45676660066789 1.4031948430851662 1.1061287428171582 0 0 0
32 2 -0.945 6.85388400821012 2.3735132683358278 2.892861442928234 0 0 0
53 1 1.89 6.465829041691848 6.054814610164106 1.9840092924221906 0 0 0
61 2 -0.945 6.668764838887451 6.139389481612383 2.2958294890386077 0 0 0
62 1 1.89 8.920788585031648 1.802620037206209 1.9839613797683262 0 0 0
65 2 -0.945 9.350097187201742 4.600126522403504 4.944441626075348 0 0 0
67 2 -0.945 9.242349926631611 3.732070858194378 0.7658284461030329 0 0 0
68 2 -0.945 9.123783461192765 1.887204153674135 2.2958639949446398 0 0 0
109 2 -0.945 1.0917547078203198 5.65536885983394 6.536113378933577 0 0 0
112 1 1.89 2.004627263686281 0.16699403920855452 5.219430981113395 0 0 0
114 2 -0.945 3.5467666006678873 1.4031948430851644 6.536128742817146 0 0 0
129 1 1.89 4.459634875653091 4.419180053306315 5.219428955005563 0 0 0
131 2 -0.945 6.001754707820312 5.65536885983394 6.536113378933577 0 0 0
133 2 -0.945 4.3323499266316094 3.732070858194378 6.195828446103029 0 0 0
137 1 1.89 6.9146272636862705 0.16699403920855582 5.21943098111339 0 0 0
139 2 -0.945 8.456766600667889 1.4031948430851617 6.536128742817145 0 0 0
172 1 1.89 9.369634875653087 4.419180053306315 5.219428955005563 0 0 0
175 2 -0.945 9.242349926631613 3.732070858194378 6.195828446103029 0 0 0
9 2 -0.945 1.2565316519782672 11.151980756944342 3.9406966292636234 0 0 0
11 1 1.89 1.2561742644277438 11.151956819372227 3.94106007271459 0 0 0
13 2 -0.945 1.9850906860597914 8.85231312109195 4.944438715117349 0 0 0
14 2 -0.945 3.5467666006678895 9.90756430824836 1.10612874281716 0 0 0
15 2 -0.945 1.9438840082101283 10.877882733499021 2.892861442928232 0 0 0
16 2 -0.945 1.8773440448475445 7.984255022880737 0.7658292389579288 0 0 0
17 2 -0.945 3.711345034126417 6.899783494256827 3.940884454619302 0 0 0
20 1 1.89 3.71134503407401 6.899783494252801 3.9408844546721435 0 0 0
24 2 -0.945 4.398888787811406 6.625699413553333 2.892848705504941 0 0 0
44 1 1.89 4.0107885850316425 10.306989502369403 1.983961379768322 0 0 0
50 2 -0.945 4.3323499266316094 12.236440323357577 0.7658284461030308 0 0 0
51 2 -0.945 6.166531651977934 11.151980756944335 3.940696629263962 0 0 0
52 2 -0.945 4.21378346119277 10.39157361883733 2.2958639949446433 0 0 0
54 1 1.89 6.166174264428064 11.15195681937224 3.9410600727142513 0 0 0
56 2 -0.945 6.89509068605979 8.852313121091946 4.944438715117352 0 0 0
57 2 -0.945 8.45676660066789 9.90756430824836 1.10612874281716 0 0 0
58 2 -0.945 6.853884008210124 10.877882733499021 2.892861442928232 0 0 0
59 2 -0.945 6.787344044847535 7.984255022880737 0.7658292389579288 0 0 0
60 2 -0.945 8.621345034102525 6.899783494254986 3.9408844546434008 0 0 0
63 1 1.89 8.621345034097914 6.899783494254635 3.94088445464805 0 0 0
66 2 -0.945 9.308888787811407 6.625699413553335 2.8928487055049374 0 0 0
91 1 1.89 8.920788585031648 10.30698950236941 1.9839613797683262 0 0 0
96 2 -0.945 9.242349926631613 12.236440323357577 0.7658284461030301 0 0 0
97 2 -0.945 9.123783461192767 10.39157361883733 2.2958639949446398 0 0 0
